diagnosis_code,description,severity_level,service
S72.031B,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.031C,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.032A,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.032B,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.032C,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.033A,"Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.033B,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.033C,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.034A,"Nondisplaced midcervical fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.034B,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.034C,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.035A,"Nondisplaced midcervical fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.035B,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.035C,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.036A,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.036B,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.036C,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.041A,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.041B,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.041C,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.042A,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.042B,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.042C,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.043A,"Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.043B,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.044A,"Nondisplaced fracture of base of neck of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.044B,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.044C,"Nondisplaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.045A,"Nondisplaced fracture of base of neck of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.045B,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.045C,"Nondisplaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.046A,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.046B,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.046C,"Nondisplaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.051A,"Unspecified fracture of head of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.051B,"Unspecified fracture of head of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.051C,"Unspecified fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.052A,"Unspecified fracture of head of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.052B,"Unspecified fracture of head of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.052C,"Unspecified fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.059A,"Unspecified fracture of head of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.059B,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.059C,"Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.061A,"Displaced articular fracture of head of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.061B,"Displaced articular fracture of head of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.061C,"Displaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.062A,"Displaced articular fracture of head of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.062B,"Displaced articular fracture of head of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.062C,"Displaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.063A,"Displaced articular fracture of head of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.063B,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.063C,"Displaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.064A,"Nondisplaced articular fracture of head of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.064B,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.064C,"Nondisplaced articular fracture of head of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.065A,"Nondisplaced articular fracture of head of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.065B,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.065C,"Nondisplaced articular fracture of head of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.066A,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.066B,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.066C,"Nondisplaced articular fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.091A,"Other fracture of head and neck of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.091B,"Other fracture of head and neck of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.091C,"Other fracture of head and neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.092A,"Other fracture of head and neck of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.092B,"Other fracture of head and neck of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.092C,"Other fracture of head and neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.099A,"Other fracture of head and neck of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.099B,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.099C,"Other fracture of head and neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.101A,"Unspecified trochanteric fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.101B,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.101C,"Unspecified trochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.102A,"Unspecified trochanteric fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.102B,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.102C,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.109A,"Unspecified trochanteric fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.109B,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.109C,"Unspecified trochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.111A,"Displaced fracture of greater trochanter of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.111B,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.111C,"Displaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.112A,"Displaced fracture of greater trochanter of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.112B,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.112C,"Displaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.113A,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.113B,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.113C,"Displaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.114A,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.114B,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.114C,"Nondisplaced fracture of greater trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.115A,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.115B,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.115C,"Nondisplaced fracture of greater trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.116A,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.116B,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.116C,"Nondisplaced fracture of greater trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.121A,"Displaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.121B,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.121C,"Displaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.122A,"Displaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.122B,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.122C,"Displaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.123A,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.123B,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.123C,"Displaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.124A,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.124B,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.124C,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.125A,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.125B,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.125C,"Nondisplaced fracture of lesser trochanter of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.126A,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.126B,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.126C,"Nondisplaced fracture of lesser trochanter of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.131A,"Displaced apophyseal fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.131B,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.131C,"Displaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.132A,"Displaced apophyseal fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.132B,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.132C,"Displaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.133A,"Displaced apophyseal fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.133B,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.133C,"Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.134A,"Nondisplaced apophyseal fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.134B,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.134C,"Nondisplaced apophyseal fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.135A,"Nondisplaced apophyseal fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.135B,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.135C,"Nondisplaced apophyseal fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.136A,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.136B,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.136C,"Nondisplaced apophyseal fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.141A,"Displaced intertrochanteric fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.141B,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.141C,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.142A,"Displaced intertrochanteric fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.142B,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.142C,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.143A,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.143B,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.143C,"Displaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.144A,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.144B,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.144C,"Nondisplaced intertrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.145A,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.145B,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.145C,"Nondisplaced intertrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.146A,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.146B,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.146C,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.21XA,"Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.21XB,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.21XC,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.22XA,"Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.22XB,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.22XC,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.23XA,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.23XB,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.23XC,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.24XA,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.24XB,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.24XC,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.25XA,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.25XB,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.25XC,"Nondisplaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.26XA,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.26XB,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.26XC,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.301A,"Unspecified fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.301B,"Unspecified fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.301C,"Unspecified fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.302A,"Unspecified fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.302B,"Unspecified fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.302C,"Unspecified fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.309A,"Unspecified fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.309B,"Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.309C,"Unspecified fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.321A,"Displaced transverse fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.321B,"Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.321C,"Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.322A,"Displaced transverse fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.322B,"Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.322C,"Displaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.323A,"Displaced transverse fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.323B,"Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.323C,"Displaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.324A,"Nondisplaced transverse fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.324B,"Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.324C,"Nondisplaced transverse fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.325A,"Nondisplaced transverse fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.325B,"Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.325C,"Nondisplaced transverse fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.326A,"Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.326B,"Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.326C,"Nondisplaced transverse fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.331A,"Displaced oblique fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.331B,"Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.331C,"Displaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.332A,"Displaced oblique fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.332B,"Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.332C,"Displaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.333A,"Displaced oblique fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.333B,"Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.333C,"Displaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.334A,"Nondisplaced oblique fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.334B,"Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.334C,"Nondisplaced oblique fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.335A,"Nondisplaced oblique fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.335B,"Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.335C,"Nondisplaced oblique fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.336A,"Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.336B,"Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.336C,"Nondisplaced oblique fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.341A,"Displaced spiral fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.341B,"Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.341C,"Displaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.342A,"Displaced spiral fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.342B,"Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.342C,"Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.343A,"Displaced spiral fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.343B,"Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.343C,"Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.344A,"Nondisplaced spiral fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.344B,"Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.344C,"Nondisplaced spiral fracture of shaft of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.345A,"Nondisplaced spiral fracture of shaft of left femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.345B,"Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.345C,"Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.346A,"Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.346B,"Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
S72.346C,"Nondisplaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",MCC,Injury/Poisoning
S72.351A,"Displaced comminuted fracture of shaft of right femur, initial encounter for closed fracture",MCC,Injury/Poisoning
S72.351B,"Displaced comminuted fracture of shaft of right femur, initial encounter for open fracture type I or II",MCC,Injury/Poisoning
