code,description,service
00001,"003Below knee; molded socket; shin; sach foot",
05001,"003Below knee; plastic socket; joints and thigh lacer; sach foot",
50001,"003Knee disarticulation (or through knee); molded socket; external knee joints;",
50002,"004shin; sach foot",
60001,"003Knee disarticulation (or through knee); molded socket; bent knee configuratio",
60002,"004external knee joints; shin; sach foot",
00001,"003Above knee; molded socket; single axis constant friction knee; shin; sach foo",
10001,"003Above knee; short prosthesis; no knee joint ('stubbies'); with foot blocks; n",
10002,"004ankle joints; each",
20001,"003Above knee; short prosthesis; no knee joint ('stubbies'); with articulated",
20002,"004ankle/foot; dynamically aligned; each",
30001,"003Above knee; for proximal femoral focal deficiency; constant friction knee;",
30002,"004shin; sach foot",
50001,"003Hip disarticulation; canadian type; molded socket; hip joint; single axis",
50002,"004constant friction knee; shin; sach foot",
70001,"003Hip disarticulation; tilt table type; molded socket; locking hip joint; singl",
70002,"004axis constant friction knee; shin; sach foot",
80001,"003Hemipelvectomy; canadian type; molded socket; hip joint; single axis constant",
80002,"004friction knee; shin; sach foot",
01001,"003Below knee; molded socket; shin; sach foot; endoskeletal system",
12001,"003Knee disarticulation (or through knee); molded socket; single axis knee; pylo",
12002,"004sach foot; endoskeletal system",
21001,"003Above knee; molded socket; open end; sach foot; endoskeletal system; single",
21002,004axis knee,
31001,"003Hip disarticulation; canadian type; molded socket; endoskeletal system; hip",
31002,"004joint; single axis knee; sach foot",
41001,"003Hemipelvectomy; canadian type; molded socket; endoskeletal system; hip joint;",
41002,"004single axis knee; sach foot",
00001,"003Immediate post surgical or early fitting; application of initial rigid",
00002,"004dressing; including fitting; alignment; suspension; and one cast change; belo",
00003,004knee,
10001,"003Immediate post surgical or early fitting; application of initial rigid",
10002,"004dressing; including fitting; alignment and suspension; below knee; each",
10003,004additional cast change and realignment,
20001,"003Immediate post surgical or early fitting; application of initial rigid",
20002,"004dressing; including fitting; alignment and suspension and one cast change 'ak",
20003,004or knee disarticulation,
30001,"003Immediate post surgical or early fitting; application of initial rigid",
30002,"004dressing; incl. fitting; alignment and supension; 'ak' or knee disarticulatio",
30003,004each additional cast change and realignment,
50001,"003Immediate post surgical or early fitting; application of non-weight bearing",
50002,"004rigid dressing; below knee",
60001,"003Immediate post surgical or early fitting; application of non-weight bearing",
60002,"004rigid dressing; above knee",
00001,"003Initial; below knee 'ptb' type socket; non-alignable system; pylon; no cover;",
00002,"004sach foot; plaster socket; direct formed",
05001,"003Initial; above knee - knee disarticulation; ischial level socket; non-alignab",
05002,"004system; pylon; no cover; sach foot; plaster socket; direct formed",
10001,"003Preparatory; below knee 'ptb' type socket; non-alignable system; pylon; no",
10002,"004cover; sach foot; plaster socket; molded to model",
20001,"003Preparatory; below knee 'ptb' type socket; non-alignable system; pylon; no",
20002,"004cover; sach foot; thermoplastic or equal; direct formed",
30001,"003Preparatory; below knee 'ptb' type socket; non-alignable system; pylon; no",
30002,"004cover; sach foot; thermoplastic or equal; molded to model",
35001,"003Preparatory; below knee 'ptb' type socket; non-alignable system; no cover; sa",
35002,"004foot; prefabricated; adjustable open end socket",
40001,"003Preparatory; below knee 'ptb' type socket; non-alignable system; pylon; no",
40002,"004cover; sach foot; laminated socket; molded to model",
60001,"003Preparatory; above knee- knee disarticulation; ischial level socket;",
60002,"004non-alignable system; pylon; no cover; sach foot; plaster socket; molded to",
60003,004model,
70001,"003Preparatory; above knee - knee disarticulation; ischial level socket;",
70002,"004non-alignable system; pylon; no cover; sach foot; thermoplastic or equal;",
70003,004direct formed,
80001,"003Preparatory; above knee - knee disarticulation ischial level socket;",
80002,"004non-alignable system; pylon; no cover; sach foot; thermoplastic or equal;",
80003,004molded to model,
85001,"003Preparatory; above knee - knee disarticulation; ischial level socket;",
85002,"004non-alignable system; pylon; no cover; sach foot; prefabricated adjustable op",
85003,004end socket,
90001,"003Preparatory; above knee - knee disarticulation ischial level socket;",
90002,"004non-alignable system; pylon no cover; sach foot; laminated socket; molded to",
90003,004model,
95001,"003Preparatory; hip disarticulation-hemipelvectomy; pylon; no cover; sach foot;",
95002,"004thermoplastic or equal; molded to patient model",
00001,"003Preparatory; hip disarticulation-hemipelvectomy; pylon; no cover; sach foot;",
00002,"004laminated socket; molded to patient model",
10001,"003Addition to lower extremity; endoskeletal system; above knee; hydracadence",
10002,004system,
11001,"003Addition to lower extremity; endoskeletal system; above knee - knee",
11002,"004disarticulation; 4 bar linkage; with friction swing phase control",
13001,"003Addition to lower extremity; endoskeletal system; above knee-knee",
13002,"004disarticulation; 4 bar linkage; with hydraulic swing phase control",
14001,"003Addition to lower extremity; exoskeletal system; above knee-knee",
14002,"004disarticulation; 4 bar linkage; with pneumatic swing phase control",
15001,"003Addition; endoskeletal knee-shin system; 4 bar linkage or multiaxial; fluid",
15002,004swing and stance phase control,
16001,"003Addition to lower extremity; endoskeletal system; above knee; universal",
16002,"004multiplex system; friction swing phase control",
17001,"003Addition to lower extremity; quick change self-aligning unit; above knee or",
17002,"004below knee; each",
18001,"003Addition to lower extremity; test socket; symes",
20001,"003Addition to lower extremity; test socket; below knee",
22001,"003Addition to lower extremity; test socket; knee disarticulation",
24001,"003Addition to lower extremity; test socket; above knee",
26001,"003Addition to lower extremity; test socket; hip disarticulation",
28001,"003Addition to lower extremity; test socket; hemipelvectomy",
29001,"003Addition to lower extremity; below knee; acrylic socket",
30001,"003Addition to lower extremity; symes type; expandable wall socket",
31001,"003Addition to lower extremity; above knee or knee disarticulation; acrylic sock",
32001,"003Addition to lower extremity; symes type; 'ptb' brim design socket",
34001,"003Addition to lower extremity; symes type; posterior opening (canadian) socket",
36001,"003Addition to lower extremity; symes type; medial opening socket",
37001,"003Addition to lower extremity; below knee; total contact",
38001,"003Addition to lower extremity; below knee; leather socket",
39001,"003Addition to lower extremity; below knee; wood socket",
40001,"003Addition to lower extremity; knee disarticulation; leather socket",
42001,"003Addition to lower extremity; above knee; leather socket",
43001,"003Addition to lower extremity; hip disarticulation; flexible inner socket;",
43002,004external frame,
44001,"003Addition to lower extremity; above knee; wood socket",
45001,"003Addition to lower extremity; below knee; flexible inner socket; external fram",
46001,"003Addition to lower extremity; below knee; air; fluid; gel or equal; cushion",
46002,004socket,
47001,"003Addition to lower extremity; below knee suction socket",
48001,"003Addition to lower extremity; above knee; air; fluid; gel or equal; cushion",
48002,004socket,
49001,"003Addition to lower extremity; ischial containment/narrow m-l socket",
50001,"003Additions to lower extremity; total contact; above knee or knee disarticulati",
50002,004socket,
51001,"003Addition to lower extremity; above knee; flexible inner socket; external fram",
52001,"003Addition to lower extremity; suction suspension; above knee or knee",
52002,004disarticulation socket,
53001,"003Addition to lower extremity; knee disarticulation; expandable wall socket",
54001,"003Addition to lower extremity; socket insert; symes; (kemblo; pelite; aliplast;",
54002,004plastazote or equal),
55001,"003Addition to lower extremity; socket insert; below knee (kemblo; pelite;",
55002,"004aliplast; plastazote or equal)",
56001,"003Addition to lower extremity; socket insert; knee disarticulation (kemblo;",
56002,"004pelite; aliplast; plastazote or equal)",
57001,"003Addition to lower extremity prosthesis; manual/automated adjustable air; flui",
57002,"004gel or equal socket insert for limb volume management; any materials",
58001,"003Addition to lower extremity; socket insert; above knee (kemblo; pelite;",
58002,"004aliplast; plastazote or equal)",
61001,"003Addition to lower extremity; socket insert; multi-durometer symes",
65001,"003Addition to lower extremity; socket insert; multi-durometer; below knee",
66001,"003Addition to lower extremity; below knee; cuff suspension",
68001,"003Addition  to lower extremity; below knee; molded distal cushion",
70001,"003Addition to lower extremity; below knee; molded supracondylar suspension ('pt",
70002,004or similar),
71001,"003Addition to lower extremity; below knee / above knee suspension locking",
71002,"004mechanism (shuttle; lanyard or equal); excludes socket insert",
72001,"003Addition to lower extremity; below knee; removable medial brim suspension",
73001,"003Addition to lower extremity; below knee/above knee; custom fabricated from",
73002,"004existing mold or prefabricated; socket insert; silicone gel; elastomeric; or",
73003,"004equal; with or without perforations; with or without breathable material; for",
73004,004use with locking mechanism,
76001,"003Additions to lower extremity; below knee; knee joints; single axis; pair",
77001,"003Additions to lower extremity; below knee; knee joints; polycentric; pair",
78001,"003Additions to lower extremity; below knee; joint covers; pair",
79001,"003Addition to lower extremity; below knee/above knee; custom fabricated from",
79002,"004existing mold or prefabricated; socket insert; silicone gel; elastomeric; or",
79003,"004equal; with or without perforations; with or without breathable material; not",
79004,004for use with locking mechanism,
80001,"003Addition to lower extremity; below knee; thigh lacer; nonmolded",
81001,"003Addition to lower extremity; below knee/above knee; custom fabricated socket",
81002,"004insert for congenital or atypical traumatic amputee; silicone gel; elastomeri",
81003,"004or equal; for use with or without locking mechanism; initial only (for other",
81004,"004than initial; use code l5673 or l5679)",
82001,"003Addition to lower extremity; below knee; thigh lacer; gluteal/ischial; molded",
83001,"003Addition to lower extremity; below knee/above knee; custom fabricated socket",
83002,"004insert for other than congenital or atypical traumatic amputee; silicone gel;",
83003,"004elastomeric or equal; for use with or without locking mechanism; initial only",
83004,"004(for other than initial; use code l5673 or l5679)",
84001,"003Addition to lower extremity; below knee; fork strap",
85001,"003Addition to lower extremity prosthesis; below knee; suspension/sealing sleeve",
85002,"004with or without valve; any material; each",
86001,"003Addition to lower extremity; below knee; back check (extension control)",
88001,"003Addition to lower extremity; below knee; waist belt; webbing",
90001,"003Addition to lower extremity; below knee; waist belt; padded and lined",
92001,"003Addition to lower extremity; above knee; pelvic control belt; light",
94001,"003Addition to lower extremity; above knee; pelvic control belt; padded and line",
95001,"003Addition to lower extremity; above knee; pelvic control; sleeve suspension;",
95002,"004neoprene or equal; each",
96001,"003Addition to lower extremity; above knee or knee disarticulation; pelvic joint",
97001,"003Addition to lower extremity; above knee or knee disarticulation; pelvic band",
98001,"003Addition to lower extremity; above knee or knee disarticulation; silesian",
98002,004bandage,
99001,"003All lower extremity prostheses; shoulder harness",
00001,"003Replacement; socket; below knee; molded to patient model",
01001,"003Replacement; socket; above knee/knee disarticulation; including attachment",
01002,"004plate; molded to patient model",
02001,"003Replacement; socket; hip disarticulation; including hip joint; molded to",
02002,004patient model,
03001,"003Ankle; symes; molded to patient model; socket without solid ankle cushion hee",
03002,"004(sach) foot; replacement only",
04001,"003Custom shaped protective cover; below knee",
05001,"003Custom shaped protective cover; above knee",
06001,"003Custom shaped protective cover; knee disarticulation",
07001,"003Custom shaped protective cover; hip disarticulation",
10001,"003Addition; exoskeletal knee-shin system; single axis; manual lock",
11001,"003Additions exoskeletal knee-shin system; single axis; manual lock; ultra-light",
11002,004material,
12001,"003Addition; exoskeletal knee-shin system; single axis; friction swing and stanc",
12002,004phase control (safety knee),
14001,"003Addition; exoskeletal knee-shin system; single axis; variable friction swing",
14002,004phase control,
16001,"003Addition; exoskeletal knee-shin system; polycentric; mechanical stance phase",
16002,004lock,
18001,"003Addition; exoskeletal knee-shin system; polycentric; friction swing and stanc",
18002,004phase control,
22001,"003Addition; exoskeletal knee-shin system; single axis; pneumatic swing; frictio",
22002,004stance phase control,
24001,"003Addition; exoskeletal knee-shin system; single axis; fluid swing phase contro",
26001,"003Addition; exoskeletal knee-shin system; single axis; external joints fluid",
26002,004swing phase control,
28001,"003Addition; exoskeletal knee-shin system; single axis; fluid swing and stance",
28002,004phase control,
80001,"003Addition; exoskeletal knee-shin system; single axis; pneumatic/hydra pneumati",
80002,004swing phase control,
81001,"003Addition to lower limb prosthesis; vacuum pump; residual limb volume manageme",
81002,004and moisture evacuation system,
82001,"003Addition to lower limb prosthesis; vacuum pump; residual limb volume manageme",
82002,"004and moisture evacuation system; heavy duty",
83001,"003Addition to lower extremity; user adjustable; mechanical; residual limb volum",
83002,004management system (with or without lamination kit),
85001,"003Addition; exoskeletal system; below knee; ultra-light material (titanium;",
85002,004carbon fiber or equal),
90001,"003Addition; exoskeletal system; above knee; ultra-light material (titanium;",
90002,004carbon fiber or equal),
95001,"003Addition; exoskeletal system; hip disarticulation; ultra-light material",
95002,"004(titanium; carbon fiber or equal)",
10001,"003Addition; endoskeletal knee-shin system; single axis; manual lock",
11001,"003Addition; endoskeletal knee-shin system; single axis; manual lock; ultra-ligh",
11002,004material,
12001,"003Addition; endoskeletal knee-shin system; single axis; friction swing and stan",
12002,004phase control (safety knee),
14001,"003Addition; endoskeletal knee-shin system; polycentric; hydraulic swing phase",
14002,"004control; mechanical stance phase lock",
16001,"003Addition; endoskeletal knee-shin system; polycentric; mechanical stance phase",
16002,004lock,
18001,"003Addition; endoskeletal knee-shin system; polycentric; friction swing; and",
18002,004stance phase control,
22001,"003Addition; endoskeletal knee-shin system; single axis; pneumatic swing; fricti",
22002,004stance phase control,
24001,"003Addition; endoskeletal knee-shin system; single axis; fluid swing phase contr",
26001,"003Addition; endoskeletal knee-shin system; single axis; hydraulic swing phase",
26002,"004control; with miniature high activity frame",
27001,"003Endoskeletal knee-shin system; single axis; electromechanical swing and stanc",
27002,"004phase control; with or without shock absorption and stance extension damping",
28001,"003Addition; endoskeletal knee-shin system; single axis; fluid swing and stance",
28002,004phase control,
30001,"003Addition; endoskeletal knee-shin system; single axis; pneumatic/ swing phase",
30002,004control,
40001,"003Addition; endoskeletal knee/shin system; 4-bar linkage or multiaxial; pneumat",
40002,004swing phase control,
41001,"003Addition; endoskeletal knee-shin system; polycentric; pneumatic swing; and",
41002,004stance phase control,
45001,"003Addition; endoskeletal; knee-shin system; stance flexion feature; adjustable",
48001,"003Addition to endoskeletal knee-shin system; fluid stance extension; dampening",
48002,"004feature; with or without adjustability",
50001,"003Addition; endoskeletal system; above knee or hip disarticulation; knee",
50002,004extension assist,
55001,"003Addition; endoskeletal system; hip disarticulation; mechanical hip extension",
55002,004assist,
56001,"003Addition to lower extremity prosthesis; endoskeletal knee-shin system;",
56002,"004microprocessor control feature; swing and stance phase; includes electronic",
56003,"004sensor(s); any type",
57001,"003Addition to lower extremity prosthesis; endoskeletal knee-shin system;",
57002,"004microprocessor control feature; swing phase only; includes electronic",
57003,"004sensor(s); any type",
58001,"003Addition to lower extremity prosthesis; endoskeletal knee shin system;",
58002,"004microprocessor control feature; stance phase only; includes electronic",
58003,"004sensor(s); any type",
59001,"003Addition to lower extremity prosthesis; endoskeletal knee-shin system; powere",
59002,"004and programmable flexion/extension assist control; includes any type motor(s)",
10001,"003Addition; endoskeletal system; below knee; alignable system",
20001,"003Addition; endoskeletal system; above knee or hip disarticulation; alignable",
20002,004system,
25001,"003Addition; endoskeletal system; above knee; knee disarticulation or hip",
25002,"004disarticulation; manual lock",
26001,"003Addition to lower extremity prosthesis; endoskeletal; knee disarticulation;",
26002,"004above knee; hip disarticulation; positional rotation unit; any type",
30001,"003Addition; endoskeletal system; high activity knee control frame",
40001,"003Addition; endoskeletal system; below knee; ultra-light material (titanium;",
40002,004carbon fiber or equal),
50001,"003Addition; endoskeletal system; above knee; ultra-light material (titanium;",
50002,004carbon fiber or equal),
60001,"003Addition; endoskeletal system; hip disarticulation; ultra-light material",
60002,"004(titanium; carbon fiber or equal)",
61001,"003Addition; endoskeletal system; polycentric hip joint; pneumatic or hydraulic",
61002,"004control; rotation control; with or without flexion and/or extension control",
62001,"003Addition; endoskeletal system; below knee; flexible protective outer surface",
62002,004covering system,
64001,"003Addition; endoskeletal system; above knee; flexible protective outer surface",
64002,004covering system,
66001,"003Addition; endoskeletal system; hip disarticulation; flexible protective outer",
66002,004surface covering system,
68001,"003Addition to lower limb prosthesis; multiaxial ankle with swing phase active",
68002,004dorsiflexion feature,
69001,"003Addition; endoskeletal ankle-foot or ankle system; power assist; includes any",
69002,004type motor(s),
70001,"003All lower extremity prostheses; foot; external keel; sach foot",
71001,"003All lower extremity prosthesis; solid ankle cushion heel (sach) foot;",
71002,004replacement only,
72001,"003All lower extremity prostheses; foot; flexible keel",
73001,"003Endoskeletal ankle foot system; microprocessor controlled feature; dorsiflexi",
73002,"004and/or plantar flexion control; includes power source",
74001,"003All lower extremity prostheses; foot; single axis ankle/foot",
75001,"003All lower extremity prosthesis; combination single axis ankle and flexible ke",
75002,004foot,
76001,"003All lower extremity prostheses; energy storing foot (seattle carbon copy ii o",
76002,004equal),
78001,"003All lower extremity prostheses; foot; multiaxial ankle/foot",
79001,"003All lower extremity prosthesis; multi-axial ankle; dynamic response foot; one",
79002,004piece system,
80001,"003All lower extremity prostheses; flex foot system",
81001,"003All lower extremity prostheses; flex-walk system or equal",
82001,"003All exoskeletal lower extremity prostheses; axial rotation unit",
84001,"003All endoskeletal lower extremity prosthesis; axial rotation unit; with or",
84002,004without adjustability,
85001,"003All endoskeletal lower extremity prostheses; dynamic prosthetic pylon",
86001,"003All lower extremity prostheses; multi-axial rotation unit ('mcp' or equal)",
87001,"003All lower extremity prosthesis; shank foot system with vertical loading pylon",
88001,"003Addition to lower limb prosthesis; vertical shock reducing pylon feature",
90001,"003Addition to lower extremity prosthesis; user adjustable heel height",
91001,"003Addition to lower extremity prostheses; osseointegrated external prosthetic",
91002,004connector,
99001,"003Lower extremity prosthesis; not otherwise specified",
00001,"003Partial hand; thumb remaining",
10001,"003Partial hand; little and/or ring finger remaining",
20001,"003Partial hand; no finger remaining",
25001,"003Transcarpal/metacarpal or partial hand disarticulation prosthesis; external",
25002,"004power; self-suspended; inner socket with removable forearm section; electrode",
25003,"004and cables; two batteries; charger; myoelectric control of terminal device",
26001,"003Transcarpal/metacarpal or partial hand disarticulation prosthesis; external",
26002,"004power; self-suspended; inner socket with removable forearm section; electrode",
26003,"004and cables; two batteries; charger; myoelectric control of terminal device;",
26004,004excludes terminal device(s),
28001,"003Partial hand; finger; and thumb prosthesis without prosthetic digit(s)/thumb;",
28002,"004amputation at metacarpal level; including flexible or non-flexible interface;",
28003,"004molded to patient model; including palm; for use without external power and/o",
28004,"004passive prosthetic digit/thumb; not including inserts described by l6692",
29001,"003Upper extremity addition; test socket/interface; partial hand including finge",
30001,"003Upper extremity addition; external frame; partial hand including fingers",
31001,"003Replacement socket/interface; partial hand including fingers; molded to patie",
31002,"004model; for use with or without external power",
32001,"003Addition to upper extremity prosthesis; partial hand including fingers;",
32002,"004ultralight material (titanium; carbon fiber or equal)",
33001,"003Addition to upper extremity prosthesis; partial hand including fingers; acryl",
33002,004material,
34001,"003Partial hand; finger; and thumb prosthesis without prosthetic digit(s)/thumb;",
34002,"004amputation at transmetacarpal level; including flexible or non-flexible",
34003,"004interface; molded to patient model; for use without external power and/or",
34004,"004passive prosthetic digit/thumb; not including inserts described by l6692",
35001,"003Single prosthetic digit; mechanical; can include metacarpophalangeal (mcp);",
35002,"004proximal interphalangeal (pip); and/or distal interphalangeal (dip) joint(s);",
35003,"004with or without locking mechanism; can include flexion or extension assist; a",
35004,"004material; attachment; initial issue or replacement",
36001,"003Prosthetic thumb; mechanical; can include metacarpophalangeal (mcp);",
36002,"004interphalangeal (ip) joint(s); with or without locking mechanism; can include",
36003,"004flexion or extension assist; any material; attachment; initial issue or",
36004,004replacement,
37001,"003Immediate post-surgical or early fitting; application of initial rigid",
37002,"004dressing; including fitting alignment and suspension of components; and one",
37003,"004cast change; partial hand including fingers",
38001,"003Addition to single prosthetic digit or thumb; mechanical; attachment;",
38002,"004multiaxial and/or internal/external rotation/abduction/adduction mechanism;",
38003,"004with or without locking feature; any material",
39001,003Passive prosthetic digit or thumb prosthesis not including hand restoration,
39002,"004partial hand; full or partial; custom made; any material; initial or",
39003,"004replacement; per single passive prosthetic digit or thumb",
50001,"003Wrist disarticulation; molded socket; flexible elbow hinges; triceps pad",
55001,"003Wrist disarticulation; molded socket with expandable interface; flexible elbo",
55002,"004hinges; triceps pad",
00001,"003Below elbow; molded socket; flexible elbow hinge; triceps pad",
10001,"003Below elbow; molded socket; (muenster or northwestern suspension types)",
20001,"003Below elbow; molded double wall split socket; step-up hinges; half cuff",
30001,"003Below elbow; molded double wall split socket; stump activated locking hinge;",
30002,004half cuff,
00001,"003Elbow disarticulation; molded socket; outside locking hinge; forearm",
05001,"003Elbow disarticulation; molded socket with expandable interface; outside locki",
05002,"004hinges; forearm",
50001,"003Above elbow; molded double wall socket; internal locking elbow; forearm",
00001,"003Shoulder disarticulation; molded socket; shoulder bulkhead; humeral section;",
00002,"004internal locking elbow; forearm",
10001,"003Shoulder disarticulation; passive restoration (complete prosthesis)",
20001,"003Shoulder disarticulation; passive restoration (shoulder cap only)",
50001,"003Interscapular thoracic; molded socket; shoulder bulkhead; humeral section;",
50002,"004internal locking elbow; forearm",
60001,"003Interscapular thoracic; passive restoration (complete prosthesis)",
70001,"003Interscapular thoracic; passive restoration (shoulder cap only)",
80001,"003Immediate post surgical or early fitting; application of initial rigid",
80002,"004dressing; including fitting alignment and suspension of components; and one",
80003,"004cast change; wrist disarticulation or below elbow",
82001,"003Immediate post surgical or early fitting; application of initial rigid dressi",
82002,"004including fitting alignment and suspension of components; and one cast change",
82003,004elbow disarticulation or above elbow,
84001,"003Immediate post surgical or early fitting; application of initial rigid dressi",
84002,"004including fitting alignment and suspension of components; and one cast change",
84003,004shoulder disarticulation or interscapular thoracic,
86001,"003Immediate post surgical or early fitting; each additional cast change and",
86002,004realignment,
88001,"003Immediate post surgical or early fitting; application of rigid dressing only",
00001,"003Below elbow; molded socket; endoskeletal system; including soft prosthetic",
00002,004tissue shaping,
50001,"003Elbow disarticulation; molded socket; endoskeletal system; including soft",
50002,004prosthetic tissue shaping,
00001,"003Above elbow; molded socket; endoskeletal system; including soft prosthetic",
00002,004tissue shaping,
50001,"003Shoulder disarticulation; molded socket; endoskeletal system; including soft",
50002,004prosthetic tissue shaping,
70001,"003Interscapular thoracic; molded socket; endoskeletal system; including soft",
70002,004prosthetic tissue shaping,
80001,"003Preparatory; wrist disarticulation or below elbow; single wall plastic socket",
80002,"004friction wrist; flexible elbow hinges; figure of eight harness; humeral cuff;",
80003,"004bowden cable control; usmc or equal pylon; no cover; molded to patient model",
82001,"003Preparatory; wrist disarticulation or below elbow; single wall socket; fricti",
82002,"004wrist; flexible elbow hinges; figure of eight harness; humeral cuff; bowden",
82003,"004cable control; usmc or equal pylon; no cover; direct formed",
84001,"003Preparatory; elbow disarticulation or above elbow; single wall plastic socket",
84002,"004friction wrist; locking elbow; figure of eight harness; fair lead cable",
84003,"004control; usmc or equal pylon; no cover; molded to patient model",
86001,"003Preparatory; elbow disarticulation or above elbow; single wall socket; fricti",
86002,"004wrist; locking elbow; figure of eight harness; fair lead cable control; usmc",
86003,"004equal pylon; no cover; direct formed",
88001,"003Preparatory; shoulder disarticulation or interscapular thoracic; single wall",
88002,"004plastic socket; shoulder joint; locking elbow; friction wrist; chest strap;",
88003,"004fair lead cable control; usmc or equal pylon; no cover; molded to patient mod",
90001,"003Preparatory; shoulder disarticulation or interscapular thoracic; single wall",
90002,"004socket; shoulder joint; locking elbow; friction wrist; chest strap; fair lead",
90003,"004cable control; usmc or equal pylon; no cover; direct formed",
00001,"003Upper extremity additions; polycentric hinge; pair",
05001,"003Upper extremity additions; single pivot hinge; pair",
10001,"003Upper extremity additions; flexible metal hinge; pair",
11001,"003Addition to upper extremity prosthesis; external powered; additional switch;",
11002,004any type,
15001,"003Upper extremity addition; disconnect locking wrist unit",
16001,"003Upper extremity addition; additional disconnect insert for locking wrist unit",
16002,004each,
20001,"003Upper extremity addition; flexion/extension wrist unit; with or without frict",
21001,"003Upper extremity prosthesis addition; flexion/extension wrist with or without",
21002,"004friction; for use with external powered terminal device",
23001,"003Upper extremity addition; spring assisted rotational wrist unit with latch",
23002,004release,
24001,"003Upper extremity addition; flexion/extension and rotation wrist unit",
25001,"003Upper extremity addition; rotation wrist unit with cable lock",
28001,"003Upper extremity addition; quick disconnect hook adapter; otto bock or equal",
29001,"003Upper extremity addition; quick disconnect lamination collar with coupling",
29002,"004piece; otto bock or equal",
30001,"003Upper extremity addition; stainless steel; any wrist",
32001,"003Upper extremity addition; latex suspension sleeve; each",
35001,"003Upper extremity addition; lift assist for elbow",
37001,"003Upper extremity addition; nudge control elbow lock",
38001,"003Upper extremity addition to prosthesis; electric locking feature; only for us",
38002,004with manually powered elbow,
40001,"003Upper extremity additions; shoulder abduction joint; pair",
41001,"003Upper extremity addition; excursion amplifier; pulley type",
42001,"003Upper extremity addition; excursion amplifier; lever type",
45001,"003Upper extremity addition; shoulder flexion-abduction joint; each",
46001,"003Upper extremity addition; shoulder joint; multipositional locking; flexion;",
46002,"004adjustable abduction friction control; for use with body powered or external",
46003,004powered system,
47001,"003Upper extremity addition; shoulder lock mechanism; body powered actuator",
48001,"003Upper extremity addition; shoulder lock mechanism; external powered actuator",
50001,"003Upper extremity addition; shoulder universal joint; each",
55001,"003Upper extremity addition; standard control cable; extra",
60001,"003Upper extremity addition; heavy duty control cable",
65001,"003Upper extremity addition; teflon; or equal; cable lining",
70001,"003Upper extremity addition; hook to hand; cable adapter",
72001,"003Upper extremity addition; harness; chest or shoulder; saddle type",
75001,"003Upper extremity addition; harness; (e.g.; figure of eight type); single cable",
75002,004design,
76001,"003Upper extremity addition; harness; (e.g.; figure of eight type); dual cable",
76002,004design,
77001,"003Upper extremity addition; harness; triple control; simultaneous operation of",
77002,004terminal device and elbow,
80001,"003Upper extremity addition; test socket; wrist disarticulation or below elbow",
82001,"003Upper extremity addition; test socket; elbow disarticulation or above elbow",
84001,"003Upper extremity addition; test socket; shoulder disarticulation or",
84002,004interscapular thoracic,
86001,"003Upper extremity addition; suction socket",
87001,"003Upper extremity addition; frame type socket; below elbow or wrist",
87002,004disarticulation,
88001,"003Upper extremity addition; frame type socket; above elbow or elbow",
88002,004disarticulation,
89001,"003Upper extremity addition; frame type socket; shoulder disarticulation",
90001,"003Upper extremity addition; frame type socket; interscapular-thoracic",
91001,"003Upper extremity addition; removable insert; each",
92001,"003Upper extremity addition; silicone gel insert or equal; with or without locki",
92002,"004mechanism; each",
93001,"003Upper extremity addition; locking elbow; forearm counterbalance",
94001,"003Addition to upper extremity prosthesis; below elbow/above elbow; custom",
94002,"004fabricated from existing mold or prefabricated; socket insert; silicone gel;",
94003,"004elastomeric or equal; for use with locking mechanism",
95001,"003Addition to upper extremity prosthesis; below elbow/above elbow; custom",
95002,"004fabricated from existing mold or prefabricated; socket insert; silicone gel;",
95003,"004elastomeric or equal; not for use with locking mechanism",
96001,"003Addition to upper extremity prosthesis; below elbow/above elbow; custom",
96002,"004fabricated socket insert for congenital or atypical traumatic amputee; silico",
96003,"004gel; elastomeric or equal; for use with or without locking mechanism; initial",
96004,"004only (for other than initial; use code l6694 or l6695)",
97001,"003Addition to upper extremity prosthesis; below elbow/above elbow; custom",
97002,004fabricated socket insert for other than congenital or atypical traumatic,
97003,"004amputee; silicone gel; elastomeric or equal; for use with or without locking",
97004,"004mechanism; initial only (for other than initial; use code l6694 or l6695)",
98001,"003Addition to upper extremity prosthesis; lock mechanism; excludes socket inser",
00001,"003Upper extremity addition; external powered feature; myoelectronic control",
00002,"004module; additional emg inputs; pattern-recognition decoding intent movement",
03001,"003Terminal device; passive hand/mitt; any material; any size",
04001,"003Terminal device; sport/recreational/work attachment; any material; any size",
06001,"003Terminal device; hook; mechanical; voluntary opening; any material; any size;",
06002,004lined or unlined,
07001,"003Terminal device; hook; mechanical; voluntary closing; any material; any size;",
07002,004lined or unlined,
08001,"003Terminal device; hand; mechanical; voluntary opening; any material; any size",
09001,"003Terminal device; hand; mechanical; voluntary closing; any material; any size",
11001,"003Terminal device; hook; mechanical; voluntary opening; any material; any size;",
11002,"004lined or unlined; pediatric",
12001,"003Terminal device; hook; mechanical; voluntary closing; any material; any size;",
12002,"004lined or unlined; pediatric",
13001,"003Terminal device; hand; mechanical; voluntary opening; any material; any size;",
13002,004pediatric,
14001,"003Terminal device; hand; mechanical; voluntary closing; any material; any size;",
14002,004pediatric,
15001,"003Terminal device; multiple articulating digit; includes motor(s); initial issu",
15002,004or replacement,
21001,"003Terminal device; hook or hand; heavy duty; mechanical; voluntary opening; any",
