provider_number,case_mix_index,total_cases,total_relative_weights,service
310058,1.3098,344,450.56,Medium Complexity
310060,1.5428,1796,2770.87,Medium-High Complexity
310061,1.3480,1194,1609.46,Medium Complexity
310064,1.8616,6288,11705.63,Medium-High Complexity
310069,1.6518,5102,8427.65,Medium-High Complexity
310070,1.6371,2270,3716.17,Medium-High Complexity
310073,2.2914,9842,22551.78,High Complexity
310074,1.8663,2192,4091.01,Medium-High Complexity
310075,1.7165,2790,4789.00,Medium-High Complexity
310076,2.0937,6727,14084.65,High Complexity
310083,1.6354,398,650.88,Medium-High Complexity
310084,1.6141,1873,3023.15,Medium-High Complexity
310086,1.6443,8608,14154.22,Medium-High Complexity
310092,2.0152,1709,3444.03,High Complexity
310096,1.7264,792,1367.29,Medium-High Complexity
310108,1.9099,5352,10221.57,Medium-High Complexity
310110,1.6033,2548,4085.29,Medium-High Complexity
310111,1.6441,5105,8393.26,Medium-High Complexity
310112,1.8113,3069,5559.02,Medium-High Complexity
310113,1.5034,3634,5463.31,Medium-High Complexity
310115,1.4793,1713,2534.03,Medium Complexity
310118,1.9202,543,1042.67,Medium-High Complexity
310119,2.1038,1516,3189.38,High Complexity
310130,1.5501,1292,2002.67,Medium-High Complexity
310131,4.7129,10,47.13,High Complexity
320001,2.2965,3299,7576.09,High Complexity
320002,1.8431,3055,5630.53,Medium-High Complexity
320004,1.6036,1035,1659.74,Medium-High Complexity
320005,1.8095,2369,4286.74,Medium-High Complexity
320006,1.4592,1136,1657.69,Medium Complexity
320009,2.4231,3188,7724.83,High Complexity
320011,1.6064,300,481.93,Medium-High Complexity
320017,1.5907,578,919.42,Medium-High Complexity
320018,2.0396,1773,3616.30,High Complexity
320021,2.0146,6787,13673.20,High Complexity
320022,1.5096,754,1138.21,Medium-High Complexity
320030,1.4500,196,284.20,Medium Complexity
320033,1.2392,268,332.10,Medium Complexity
320059,1.1751,459,539.39,Low-Medium Complexity
320060,1.0341,93,96.17,Low-Medium Complexity
320061,1.2170,528,642.60,Medium Complexity
320062,1.0512,44,46.25,Low-Medium Complexity
320063,1.5817,568,898.42,Medium-High Complexity
320065,1.5352,247,379.19,Medium-High Complexity
320074,1.6143,431,695.77,Medium-High Complexity
320084,1.1687,107,125.05,Low-Medium Complexity
320085,1.9145,1746,3342.74,Medium-High Complexity
320086,1.3738,241,331.08,Medium Complexity
320089,1.7074,182,310.75,Medium-High Complexity
320090,1.6358,406,664.15,Medium-High Complexity
320091,1.9913,816,1624.91,Medium-High Complexity
330005,2.1756,6097,13264.45,High Complexity
330006,1.5695,579,908.76,Medium-High Complexity
330009,1.8358,1246,2287.42,Medium-High Complexity
330011,1.6462,1747,2875.96,Medium-High Complexity
330013,2.3737,7146,16962.65,High Complexity
330014,1.9030,1696,3227.52,Medium-High Complexity
330019,1.5961,3025,4828.23,Medium-High Complexity
330023,2.0833,6903,14380.79,High Complexity
330024,2.6546,11177,29670.02,High Complexity
330027,1.5526,2219,3445.19,Medium-High Complexity
330028,1.9139,2065,3952.30,Medium-High Complexity
330030,1.4222,925,1315.55,Medium Complexity
330033,1.6922,312,527.97,Medium-High Complexity
330043,2.1546,5835,12572.28,High Complexity
330044,1.6502,4607,7602.33,Medium-High Complexity
330045,1.7016,7276,12380.62,Medium-High Complexity
330046,2.0240,6164,12475.97,High Complexity
330047,1.4628,783,1145.39,Medium Complexity
330049,1.5643,1700,2659.35,Medium-High Complexity
330055,1.9810,5828,11545.56,Medium-High Complexity
330056,1.8445,1358,2504.81,Medium-High Complexity
330057,2.0115,5692,11449.39,High Complexity
330058,1.5780,794,1252.95,Medium-High Complexity
330059,2.1187,10170,21546.99,High Complexity
330065,1.3810,529,730.55,Medium Complexity
330073,1.3898,838,1164.66,Medium Complexity
330074,1.5699,980,1538.53,Medium-High Complexity
330078,1.7098,1165,1991.89,Medium-High Complexity
330079,1.8195,700,1273.68,Medium-High Complexity
330080,1.9626,766,1503.37,Medium-High Complexity
330085,1.3058,651,850.06,Medium Complexity
330086,1.2093,343,414.80,Medium Complexity
330090,1.5573,1572,2448.09,Medium-High Complexity
330094,1.4900,1108,1650.87,Medium Complexity
330096,1.5260,462,705.03,Medium-High Complexity
330100,2.1312,5,10.66,High Complexity
330101,2.3448,29114,68266.53,High Complexity
330102,1.6972,1209,2051.94,Medium-High Complexity
330103,1.5632,1346,2104.09,Medium-High Complexity
330104,1.7204,3329,5727.33,Medium-High Complexity
330106,2.0340,13564,27589.28,High Complexity
330107,1.5292,4639,7094.08,Medium-High Complexity
330111,0.9470,152,143.94,Low Complexity
330115,1.6715,588,982.84,Medium-High Complexity
330119,2.2800,5279,12036.35,High Complexity
330125,2.1221,3744,7945.30,High Complexity
330126,1.6730,7080,11845.19,Medium-High Complexity
330127,1.7689,2448,4330.15,Medium-High Complexity
330128,1.7038,1638,2790.78,Medium-High Complexity
330135,1.2940,773,1000.28,Medium Complexity
330136,1.8786,2584,4854.38,Medium-High Complexity
330140,2.3331,4261,9941.43,High Complexity
330141,1.8864,3838,7240.06,Medium-High Complexity
330151,1.3617,330,449.36,Medium Complexity
330153,2.0930,2331,4878.81,High Complexity
330157,1.5129,1403,2122.53,Medium-High Complexity
330158,1.7883,4229,7562.75,Medium-High Complexity
330160,1.9074,8365,15955.42,Medium-High Complexity
330162,1.8162,2633,4782.12,Medium-High Complexity
330164,1.6153,2724,4400.17,Medium-High Complexity
330166,1.0744,51,54.79,Low-Medium Complexity
330169,1.6257,4168,6775.71,Medium-High Complexity
330175,1.3843,892,1234.81,Medium Complexity
330180,1.7068,2272,3877.89,Medium-High Complexity
330181,1.5596,1912,2981.94,Medium-High Complexity
330182,2.1791,11196,24397.56,High Complexity
330184,1.6346,1502,2455.12,Medium-High Complexity
330185,1.6962,4397,7458.08,Medium-High Complexity
330188,1.2675,618,783.34,Medium Complexity
330191,1.4933,2573,3842.18,Medium Complexity
330193,2.0743,1707,3540.91,High Complexity
330194,2.2164,6889,15269.12,High Complexity
330195,1.7753,11489,20396.51,Medium-High Complexity
330196,1.8057,3428,6189.86,Medium-High Complexity
330197,1.4591,1166,1701.27,Medium Complexity
330198,1.9520,6200,12102.36,Medium-High Complexity
330199,1.6700,276,460.92,Medium-High Complexity
330202,1.8499,1472,2723.10,Medium-High Complexity
330203,1.7395,3813,6632.62,Medium-High Complexity
330204,2.1573,1787,3855.11,High Complexity
330205,1.3894,618,858.68,Medium Complexity
330208,1.5052,2585,3891.05,Medium-High Complexity
330211,1.4207,489,694.70,Medium Complexity
330214,2.1941,27364,60038.72,High Complexity
330215,1.6526,867,1432.84,Medium-High Complexity
330218,1.4871,815,1212.01,Medium Complexity
330219,1.9719,2278,4492.09,Medium-High Complexity
330221,1.6931,1161,1965.63,Medium-High Complexity
330222,1.5683,2396,3757.62,Medium-High Complexity
330224,1.4511,2406,3491.40,Medium Complexity
330226,1.5808,2453,3877.82,Medium-High Complexity
330229,1.5166,298,451.96,Medium-High Complexity
330231,1.7334,1010,1750.71,Medium-High Complexity
330233,1.9508,2130,4155.17,Medium-High Complexity
330234,2.2346,5403,12073.78,High Complexity
330235,1.4706,1228,1805.85,Medium Complexity
330238,1.5481,463,716.76,Medium-High Complexity
330239,1.4482,1115,1614.78,Medium Complexity
330240,1.8485,774,1430.71,Medium-High Complexity
330241,1.9510,5786,11288.71,Medium-High Complexity
330245,1.8770,202,379.14,Medium-High Complexity
330246,1.5858,2188,3469.66,Medium-High Complexity
330250,1.5982,2517,4022.78,Medium-High Complexity
330259,1.7419,2483,4325.10,Medium-High Complexity
330261,1.7382,2462,4279.35,Medium-High Complexity
330264,1.6346,2370,3873.92,Medium-High Complexity
330265,1.3800,418,576.85,Medium Complexity
330267,1.5451,2960,4573.42,Medium-High Complexity
330270,2.6874,3365,9043.02,High Complexity
330273,1.6200,1245,2016.94,Medium-High Complexity
330276,1.5051,493,742.03,Medium-High Complexity
330277,1.4782,1087,1606.79,Medium Complexity
330279,2.0179,2997,6047.69,High Complexity
330285,2.4685,5382,13285.30,High Complexity
330286,1.9824,7048,13971.67,Medium-High Complexity
330304,1.9212,7601,14602.81,Medium-High Complexity
330307,1.6777,1362,2285.08,Medium-High Complexity
330331,1.5467,3958,6121.73,Medium-High Complexity
330332,1.5598,3104,4841.59,Medium-High Complexity
330350,1.7757,1022,1814.73,Medium-High Complexity
330386,1.4174,927,1313.92,Medium Complexity
330393,1.8404,14623,26911.97,Medium-High Complexity
330394,2.0763,3464,7192.27,High Complexity
330395,1.6532,2158,3567.52,Medium-High Complexity
330396,1.6721,457,764.15,Medium-High Complexity
330399,1.8742,925,1733.66,Medium-High Complexity
330401,1.5792,4395,6940.65,Medium-High Complexity
330406,1.3954,233,325.13,Medium Complexity
340001,1.8651,5461,10185.36,Medium-High Complexity
340002,2.1170,10403,22023.03,High Complexity
340003,1.5304,835,1277.89,Medium-High Complexity
340004,1.6385,2072,3395.03,Medium-High Complexity
340008,1.5866,900,1427.96,Medium-High Complexity
340010,1.5657,2309,3615.11,Medium-High Complexity
340013,1.7274,775,1338.74,Medium-High Complexity
340014,1.9030,7527,14323.69,Medium-High Complexity
340015,1.6292,1605,2614.89,Medium-High Complexity
340016,1.7537,693,1215.28,Medium-High Complexity
340017,1.6763,2678,4489.00,Medium-High Complexity
340020,1.4625,697,1019.33,Medium Complexity
340021,1.4305,2523,3609.03,Medium Complexity
340023,1.5692,1175,1843.83,Medium-High Complexity
340024,1.4350,511,733.29,Medium Complexity
340027,1.5208,1416,2153.46,Medium-High Complexity
340028,1.8098,5415,9799.91,Medium-High Complexity
340030,2.4972,9782,24427.78,High Complexity
340032,1.7366,4723,8201.75,Medium-High Complexity
340039,1.5521,1585,2460.11,Medium-High Complexity
340040,2.0703,9816,20322.27,High Complexity
340041,1.6226,918,1489.59,Medium-High Complexity
340042,1.5917,1372,2183.86,Medium-High Complexity
340047,2.3302,6357,14813.30,High Complexity
340049,2.7268,184,501.72,High Complexity
340050,1.5755,1667,2626.28,Medium-High Complexity
340051,1.5987,1278,2043.11,Medium-High Complexity
340053,2.3454,4378,10268.21,High Complexity
340060,1.3811,268,370.13,Medium Complexity
340061,2.3924,6072,14526.76,High Complexity
340064,1.3933,872,1214.95,Medium Complexity
340068,1.7125,742,1270.68,Medium-High Complexity
340069,1.9810,6530,12935.88,Medium-High Complexity
340070,1.7048,1704,2904.91,Medium-High Complexity
340071,1.5986,993,1587.40,Medium-High Complexity
340073,1.9897,2077,4132.63,Medium-High Complexity
340075,1.5704,1438,2258.17,Medium-High Complexity
340084,1.1987,121,145.04,Low-Medium Complexity
340085,1.5106,400,604.23,Medium-High Complexity
340087,1.3572,451,612.11,Medium Complexity
340090,1.4809,2682,3971.68,Medium Complexity
340091,1.9292,6152,11868.36,Medium-High Complexity
340096,1.5017,653,980.59,Medium-High Complexity
340097,1.4241,541,770.44,Medium Complexity
340098,1.7699,5300,9380.46,Medium-High Complexity
340099,1.4916,792,1181.33,Medium Complexity
340107,1.6030,728,1167.01,Medium-High Complexity
340109,1.6751,1948,3263.02,Medium-High Complexity
340113,2.6490,8104,21467.40,High Complexity
340114,1.9969,7769,15513.75,Medium-High Complexity
340115,1.8831,5671,10678.94,Medium-High Complexity
340116,1.8794,2229,4189.18,Medium-High Complexity
340119,1.4058,840,1180.88,Medium Complexity
340120,1.3272,641,850.73,Medium Complexity
340123,1.5083,657,990.93,Medium-High Complexity
340126,1.6371,1159,1897.42,Medium-High Complexity
340127,1.4500,302,437.89,Medium Complexity
340129,1.7202,862,1482.85,Medium-High Complexity
340130,1.5012,2775,4165.90,Medium-High Complexity
340131,1.9067,4568,8709.66,Medium-High Complexity
340132,1.6266,739,1202.05,Medium-High Complexity
340141,2.0274,11214,22735.34,High Complexity
340142,1.4502,1925,2791.61,Medium Complexity
340143,1.8454,1584,2923.17,Medium-High Complexity
340145,1.3410,1206,1617.31,Medium Complexity
340147,1.5819,2999,4744.23,Medium-High Complexity
340148,1.7058,94,160.35,Medium-High Complexity
340151,1.6298,1005,1637.95,Medium-High Complexity
340155,1.6422,2988,4906.98,Medium-High Complexity
340156,1.0369,100,103.69,Low-Medium Complexity
340158,1.4251,1653,2355.73,Medium Complexity
340159,1.4274,184,262.64,Medium Complexity
340166,1.5080,979,1476.30,Medium-High Complexity
340168,0.8465,428,362.31,Low Complexity
340171,1.5225,2235,3402.70,Medium-High Complexity
340173,1.5385,3403,5235.39,Medium-High Complexity
340183,1.4500,2148,3114.61,Medium Complexity
340184,1.5987,1504,2404.46,Medium-High Complexity
340187,1.4239,189,269.12,Medium Complexity
340188,1.2594,310,390.42,Medium Complexity
340190,1.2301,571,702.39,Medium Complexity
340195,1.3669,562,768.17,Medium Complexity
350002,1.9646,2042,4011.61,Medium-High Complexity
350006,1.8421,2470,4549.89,Medium-High Complexity
350011,2.1195,7664,16243.82,High Complexity
350015,1.9758,3921,7747.19,Medium-High Complexity
350019,2.0817,3628,7552.48,High Complexity
350063,1.1195,181,202.63,Low-Medium Complexity
350070,2.0244,3066,6206.91,High Complexity
360001,1.7248,2729,4707.00,Medium-High Complexity
360002,1.4719,607,893.43,Medium Complexity
360003,2.3741,4362,10355.94,High Complexity
360006,2.2877,9893,22632.28,High Complexity
360008,1.7872,2414,4314.25,Medium-High Complexity
360009,1.8446,1959,3613.62,Medium-High Complexity
360010,1.5662,937,1467.58,Medium-High Complexity
360011,1.6665,2164,3606.39,Medium-High Complexity
360012,1.8714,2287,4279.88,Medium-High Complexity
360013,1.3327,489,651.70,Medium Complexity
360014,1.4671,772,1132.61,Medium Complexity
360016,2.0073,2785,5590.35,High Complexity
360017,2.1148,3947,8347.10,High Complexity
360020,1.8770,4740,8896.77,Medium-High Complexity
360025,1.3865,2354,3263.82,Medium Complexity
360026,1.2166,176,214.11,Medium Complexity
360027,1.8988,4334,8229.49,Medium-High Complexity
360029,1.5575,568,884.63,Medium-High Complexity
360032,1.3352,437,583.49,Medium Complexity
360035,1.9850,4360,8654.68,Medium-High Complexity
360036,1.5171,1173,1779.53,Medium-High Complexity
360039,1.9905,3426,6819.59,Medium-High Complexity
360040,1.5719,881,1384.81,Medium-High Complexity
360041,1.5247,2401,3660.73,Medium-High Complexity
360046,1.3377,412,551.13,Medium Complexity
360048,2.0140,1992,4011.89,High Complexity
360051,1.9742,9093,17951.52,Medium-High Complexity
360054,1.5719,946,1486.98,Medium-High Complexity
360055,1.7387,1131,1966.51,Medium-High Complexity
360056,1.7892,2562,4583.91,Medium-High Complexity
360058,1.2317,631,777.20,Medium Complexity
360059,2.0672,2501,5170.08,High Complexity
360064,1.9949,3845,7670.33,Medium-High Complexity
360065,1.4794,1076,1591.85,Medium Complexity
360066,1.8946,4411,8357.12,Medium-High Complexity
360068,2.2720,7514,17072.11,High Complexity
360070,1.8333,2947,5402.73,Medium-High Complexity
360071,1.6633,266,442.43,Medium-High Complexity
360072,1.8023,2392,4311.13,Medium-High Complexity
360075,1.6480,1576,2597.24,Medium-High Complexity
360076,1.7619,2215,3902.64,Medium-High Complexity
360077,1.9042,4424,8424.26,Medium-High Complexity
360078,1.5851,1210,1917.94,Medium-High Complexity
360079,2.0730,5298,10982.75,High Complexity
360080,1.4058,344,483.60,Medium Complexity
360082,1.3624,850,1158.07,Medium Complexity
360084,1.9683,3246,6389.19,Medium-High Complexity
360085,2.3447,7791,18267.73,High Complexity
360086,1.8218,2330,4244.89,Medium-High Complexity
360087,2.3805,601,1430.69,High Complexity
360089,1.2722,829,1054.65,Medium Complexity
360091,1.5283,2381,3638.91,Medium-High Complexity
360092,1.4546,717,1042.93,Medium Complexity
360095,1.6339,2085,3406.66,Medium-High Complexity
360096,1.5885,831,1320.06,Medium-High Complexity
360098,1.6425,2649,4350.91,Medium-High Complexity
360107,1.4278,315,449.77,Medium Complexity
360109,1.4556,347,505.09,Medium Complexity
360112,1.8423,6509,11991.41,Medium-High Complexity
360118,1.8227,3354,6113.50,Medium-High Complexity
360121,1.3035,486,633.49,Medium Complexity
360123,1.6392,2229,3653.88,Medium-High Complexity
360125,1.4618,1385,2024.58,Medium Complexity
360131,1.6065,330,530.14,Medium-High Complexity
360132,1.7064,1319,2250.80,Medium-High Complexity
360133,1.8871,2409,4545.95,Medium-High Complexity
360134,2.0386,2639,5379.91,High Complexity
360137,2.7696,4821,13352.38,High Complexity
360143,1.5205,1866,2837.31,Medium-High Complexity
360144,1.4848,1617,2400.95,Medium Complexity
360145,1.5919,1908,3037.27,Medium-High Complexity
360147,1.7709,3122,5528.79,Medium-High Complexity
360148,1.1597,196,227.30,Low-Medium Complexity
360150,1.4404,627,903.14,Medium Complexity
360152,1.6576,1542,2556.08,Medium-High Complexity
360155,1.7329,3813,6607.62,Medium-High Complexity
360156,1.3949,474,661.19,Medium Complexity
360159,1.7378,2461,4276.69,Medium-High Complexity
360161,1.6297,1691,2755.80,Medium-High Complexity
360163,2.5121,5013,12593.11,High Complexity
360170,1.5298,684,1046.41,Medium-High Complexity
360172,1.7502,1636,2863.35,Medium-High Complexity
360174,1.4036,1668,2341.18,Medium Complexity
360175,1.4165,360,509.95,Medium Complexity
360179,2.1169,6180,13082.20,High Complexity
360180,3.2474,12122,39364.83,High Complexity
360185,1.5225,553,841.93,Medium-High Complexity
360189,1.4958,192,287.19,Medium Complexity
360197,1.4501,394,571.33,Medium Complexity
360203,1.5978,626,1000.24,Medium-High Complexity
360210,1.4774,613,905.63,Medium Complexity
360211,1.7714,1777,3147.85,Medium-High Complexity
360218,1.5444,1768,2730.43,Medium-High Complexity
360230,1.7477,6545,11438.96,Medium-High Complexity
360234,1.6159,2655,4290.15,Medium-High Complexity
360236,1.5224,1408,2143.54,Medium-High Complexity
360239,1.5487,1348,2087.65,Medium-High Complexity
360245,1.4724,91,133.99,Medium Complexity
360259,1.4857,587,872.09,Medium Complexity
360263,2.4091,313,754.04,High Complexity
360266,2.9772,379,1128.35,High Complexity
360270,1.2227,414,506.19,Medium Complexity
360276,1.5186,3056,4640.95,Medium-High Complexity
360348,1.7956,1850,3321.93,Medium-High Complexity
360351,2.4340,741,1803.56,High Complexity
360352,2.3457,150,351.86,High Complexity
360354,1.4623,2727,3987.71,Medium Complexity
360355,2.4483,52,127.31,High Complexity
360358,1.0481,21,22.01,Low-Medium Complexity
360359,1.6079,2734,4396.09,Medium-High Complexity
360360,1.6238,2374,3854.87,Medium-High Complexity
360361,1.7393,21,36.53,Medium-High Complexity
360364,1.4845,2667,3959.12,Medium Complexity
360365,1.5843,436,690.74,Medium-High Complexity
360367,1.5347,71,108.96,Medium-High Complexity
360368,1.3567,539,731.25,Medium Complexity
360374,1.4971,173,259.00,Medium Complexity
370001,2.2319,4660,10400.65,High Complexity
370002,1.2506,362,452.73,Medium Complexity
370004,1.2866,286,367.96,Medium Complexity
370006,1.4803,588,870.41,Medium Complexity
370008,1.7627,4712,8305.79,Medium-High Complexity
370013,1.8726,5809,10878.00,Medium-High Complexity
370014,1.4059,2019,2838.47,Medium Complexity
370015,1.2164,151,183.68,Medium Complexity
370016,1.4308,849,1214.77,Medium Complexity
370018,1.6814,1692,2844.86,Medium-High Complexity
370019,1.6730,301,503.59,Medium-High Complexity
370020,1.6154,1488,2403.65,Medium-High Complexity
370022,1.4825,723,1071.88,Medium Complexity
370023,1.4558,1676,2439.85,Medium Complexity
370025,1.6879,2969,5011.41,Medium-High Complexity
370026,1.6784,1136,1906.66,Medium-High Complexity
370028,2.2357,7032,15721.21,High Complexity
370034,1.6361,929,1519.94,Medium-High Complexity
370037,2.2512,4690,10558.06,High Complexity
370039,1.4527,481,698.75,Medium Complexity
370047,1.5846,2203,3490.78,Medium-High Complexity
370049,1.6448,1987,3268.24,Medium-High Complexity
370054,1.2958,460,596.07,Medium Complexity
370056,1.7057,3477,5930.72,Medium-High Complexity
370057,1.3698,112,153.42,Medium Complexity
370078,1.9754,1351,2668.80,Medium-High Complexity
370083,0.9888,174,172.05,Low Complexity
370089,1.9087,1095,2089.98,Medium-High Complexity
370091,2.2012,10083,22194.22,High Complexity
370093,2.2312,5971,13322.30,High Complexity
370094,1.7434,1913,3335.16,Medium-High Complexity
370097,1.3257,575,762.30,Medium Complexity
370099,1.1185,195,218.12,Low-Medium Complexity
370100,0.9595,161,154.48,Low Complexity
370106,1.8187,2365,4301.14,Medium-High Complexity
370112,1.1228,127,142.59,Low-Medium Complexity
370113,1.3564,432,585.97,Medium Complexity
370114,2.1526,5796,12476.74,High Complexity
370149,1.7840,1169,2085.48,Medium-High Complexity
370158,1.0973,112,122.90,Low-Medium Complexity
370166,1.2150,212,257.59,Medium Complexity
370170,1.1232,91,102.21,Low-Medium Complexity
370171,1.2606,636,801.76,Medium Complexity
370172,0.9770,131,127.99,Low Complexity
370173,1.2493,52,64.96,Medium Complexity
370178,1.0841,115,124.67,Low-Medium Complexity
370180,1.4026,347,486.69,Medium Complexity
370183,1.1291,103,116.30,Low-Medium Complexity
370192,4.1885,47,196.86,High Complexity
370199,0.9995,8,8.00,Low Complexity
370201,2.8925,100,289.25,High Complexity
370202,1.8090,2387,4317.97,Medium-High Complexity
370203,2.9205,412,1203.24,High Complexity
370206,4.2103,633,2665.13,High Complexity
370210,2.4896,581,1446.48,High Complexity
370211,1.4724,1072,1578.37,Medium Complexity
370212,2.3641,71,167.85,High Complexity
370215,2.9009,2460,7136.28,High Complexity
370216,3.8943,279,1086.50,High Complexity
370218,1.6175,1619,2618.71,Medium-High Complexity
370220,2.7053,87,235.36,High Complexity
370222,2.8971,487,1410.87,High Complexity
370225,1.8155,45,81.70,Medium-High Complexity
370227,1.2611,355,447.71,Medium Complexity
370228,1.2780,183,233.88,Medium Complexity
370234,2.4261,1639,3976.32,High Complexity
370235,1.6241,516,838.06,Medium-High Complexity
370236,1.5567,1156,1799.53,Medium-High Complexity
370237,1.2990,341,442.96,Medium Complexity
370240,1.0945,87,95.22,Low-Medium Complexity
370243,1.6503,40,66.01,Medium-High Complexity
370244,1.3569,85,115.34,Medium Complexity
370245,1.1543,51,58.87,Low-Medium Complexity
370246,0.9635,2,1.93,Low Complexity
380001,1.5869,598,948.95,Medium-High Complexity
380002,1.5617,1622,2533.11,Medium-High Complexity
380004,2.2741,5288,12025.63,High Complexity
380005,1.5204,360,547.36,Medium-High Complexity
380007,2.6251,1948,5113.69,High Complexity
380009,2.9876,4395,13130.41,High Complexity
380014,2.1118,1852,3911.10,High Complexity
380017,1.9356,1550,3000.22,Medium-High Complexity
380018,2.2421,4207,9432.54,High Complexity
380020,2.2422,1250,2802.69,High Complexity
380021,1.6187,972,1573.35,Medium-High Complexity
380022,1.5434,404,623.54,Medium-High Complexity
380025,1.6969,807,1369.41,Medium-High Complexity
380027,1.6871,1445,2437.82,Medium-High Complexity
380029,1.4866,149,221.51,Medium Complexity
380033,1.1365,2,2.27,Low-Medium Complexity
380037,1.4219,715,1016.69,Medium Complexity
380038,1.5141,820,1241.60,Medium-High Complexity
380047,2.1789,5512,12009.86,High Complexity
380050,1.6938,1501,2542.37,Medium-High Complexity
380051,1.8607,4375,8140.75,Medium-High Complexity
380052,1.4334,321,460.11,Medium Complexity
380056,1.6139,159,256.61,Medium-High Complexity
380060,2.2621,1481,3350.21,High Complexity
380061,2.0622,3455,7124.94,High Complexity
380071,1.5294,582,890.09,Medium-High Complexity
380075,1.8551,1752,3250.17,Medium-High Complexity
380082,1.4858,657,976.17,Medium Complexity
380089,1.7307,1642,2841.80,Medium-High Complexity
380090,1.6127,2584,4167.13,Medium-High Complexity
380091,2.0771,899,1867.34,High Complexity
380102,2.2402,4623,10356.48,High Complexity
380103,1.6101,322,518.45,Medium-High Complexity
390001,1.8639,4944,9215.28,Medium-High Complexity
390002,1.1675,488,569.75,Low-Medium Complexity
390003,1.2782,502,641.68,Medium Complexity
390004,1.7208,2616,4501.63,Medium-High Complexity
390006,2.1707,6232,13527.65,High Complexity
390009,1.9434,2685,5218.13,Medium-High Complexity
390012,1.4729,2177,3206.44,Medium Complexity
390013,1.5326,1517,2325.02,Medium-High Complexity
390016,1.5296,1058,1618.35,Medium-High Complexity
390026,1.5761,2218,3495.90,Medium-High Complexity
390027,2.2510,4963,11171.72,High Complexity
390028,1.9343,1847,3572.74,Medium-High Complexity
390030,1.3970,1289,1800.68,Medium Complexity
390032,1.4627,560,819.09,Medium Complexity
390035,1.4947,1763,2635.17,Medium Complexity
390036,1.7265,1324,2285.86,Medium-High Complexity
390037,1.4492,888,1286.89,Medium Complexity
390039,1.5163,463,702.07,Medium-High Complexity
390041,1.5192,1621,2462.67,Medium-High Complexity
390042,1.5239,1560,2377.26,Medium-High Complexity
390044,1.7852,8432,15052.80,Medium-High Complexity
390045,1.8329,2973,5449.19,Medium-High Complexity
390046,2.1616,7325,15834.08,High Complexity
390048,1.4250,1392,1983.57,Medium Complexity
390049,2.1020,7935,16679.67,High Complexity
390050,2.6568,4119,10943.45,High Complexity
390056,1.3902,475,660.33,Medium Complexity
390057,1.5746,3224,5076.67,Medium-High Complexity
390058,1.5409,1494,2302.10,Medium-High Complexity
390062,1.6647,426,709.17,Medium-High Complexity
390063,2.0892,3942,8235.73,High Complexity
390065,1.5580,1837,2862.01,Medium-High Complexity
390066,1.8014,1877,3381.14,Medium-High Complexity
390067,2.0072,7365,14782.90,High Complexity
390068,1.4914,732,1091.72,Medium Complexity
390070,1.5913,607,965.92,Medium-High Complexity
390073,1.8513,2870,5313.20,Medium-High Complexity
390079,1.8372,3784,6952.14,Medium-High Complexity
390086,1.7238,2434,4195.72,Medium-High Complexity
390090,2.1963,1126,2472.99,High Complexity
390091,1.3281,1025,1361.27,Medium Complexity
390093,1.2261,342,419.33,Medium Complexity
390096,1.6559,2078,3441.00,Medium-High Complexity
390097,1.3874,2580,3579.59,Medium Complexity
390100,1.9605,7764,15220.98,Medium-High Complexity
390101,1.6321,1680,2741.88,Medium-High Complexity
390102,1.5684,1545,2423.23,Medium-High Complexity
390107,1.8154,3144,5707.66,Medium-High Complexity
390110,1.8864,2186,4123.77,Medium-High Complexity
390111,3.0097,8474,25504.61,High Complexity
390112,1.2464,193,240.55,Medium Complexity
390113,1.5518,1425,2211.35,Medium-High Complexity
390114,1.7339,759,1316.02,Medium-High Complexity
390115,1.8984,5618,10665.49,Medium-High Complexity
390116,1.7010,382,649.79,Medium-High Complexity
390117,1.2461,336,418.70,Medium Complexity
390123,1.5978,2106,3365.04,Medium-High Complexity
390125,1.3845,1061,1468.95,Medium Complexity
390127,1.5584,2183,3401.91,Medium-High Complexity
390133,1.9221,16787,32265.92,Medium-High Complexity
390137,1.7059,3194,5448.54,Medium-High Complexity
390138,1.3267,815,1081.23,Medium Complexity
390139,1.6959,4967,8423.72,Medium-High Complexity
390142,2.1290,2397,5103.11,High Complexity
390145,1.9692,2010,3958.01,Medium-High Complexity
390146,1.3574,596,808.99,Medium Complexity
390147,1.5815,705,1114.96,Medium-High Complexity
390150,1.0351,90,93.16,Low-Medium Complexity
390151,1.6826,4182,7036.54,Medium-High Complexity
390153,1.7207,5753,9899.42,Medium-High Complexity
390156,1.7356,1430,2481.87,Medium-High Complexity
390160,1.3627,359,489.20,Medium Complexity
390162,1.3989,535,748.43,Medium Complexity
390163,1.5251,440,671.06,Medium-High Complexity
390164,2.5292,7415,18753.78,High Complexity
390168,2.0080,1447,2905.55,High Complexity
390173,1.4506,942,1366.43,Medium Complexity
390174,2.5353,8106,20551.19,High Complexity
390178,1.3383,712,952.85,Medium Complexity
390179,1.5881,5974,9487.61,Medium-High Complexity
390180,2.0018,2054,4111.71,High Complexity
390183,1.4267,863,1231.28,Medium Complexity
390184,1.2168,129,156.97,Medium Complexity
390185,1.5234,1691,2576.08,Medium-High Complexity
390195,2.2836,5649,12900.08,High Complexity
390198,1.2117,230,278.70,Medium Complexity
390199,1.3374,197,263.47,Medium Complexity
