diagnosis_code,description,severity_level,service
S72.002P,"Fracture of unspecified part of neck of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.002Q,"Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.002R,"Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.009K,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.009M,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.009N,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.009P,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.009Q,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.009R,"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.011K,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.011M,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.011N,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.011P,"Unspecified intracapsular fracture of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.011Q,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.011R,"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.012K,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.012M,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.012N,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.012P,"Unspecified intracapsular fracture of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.012Q,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.012R,"Unspecified intracapsular fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.019K,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.019M,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.019N,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.019P,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.019Q,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.019R,"Unspecified intracapsular fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.021K,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.021M,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.021N,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.021P,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.021Q,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.021R,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.022K,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.022M,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.022N,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.022P,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.022Q,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.022R,"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.023K,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.023M,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.023N,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.023P,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.023Q,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.023R,"Displaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.024K,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.024M,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.024N,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.024P,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.024Q,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.024R,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.025K,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.025M,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.025N,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.025P,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.025Q,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.025R,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.026K,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.026M,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.026N,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.026P,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.026Q,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.026R,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.031K,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.031M,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.031N,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.031P,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.031Q,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.031R,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.032K,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.032M,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.032N,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.032P,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.032Q,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.032R,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.033K,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.033M,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.033N,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.033P,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.033Q,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.033R,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.034K,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.034M,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.034N,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.034P,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.034Q,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.034R,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.035K,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.035M,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.035N,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.035P,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.035Q,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.035R,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.036K,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.036M,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.036N,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.036P,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.036Q,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.036R,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.041K,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.041M,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.041N,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.041P,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.041Q,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.041R,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.042K,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.042M,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.042N,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.042P,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.042Q,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.042R,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.043K,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.043M,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.043N,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.043P,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.043Q,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.043R,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.044K,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.044M,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.044N,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.044P,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.044Q,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.044R,"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.045K,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.045M,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.045N,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.045P,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.045Q,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.045R,"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.046K,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.046M,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.046N,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.046P,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.046Q,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.046R,"Nondisplaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.051K,"Unspecified fracture of head of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.051M,"Unspecified fracture of head of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.051N,"Unspecified fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.051P,"Unspecified fracture of head of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.051Q,"Unspecified fracture of head of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.051R,"Unspecified fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.052K,"Unspecified fracture of head of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.052M,"Unspecified fracture of head of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.052N,"Unspecified fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.052P,"Unspecified fracture of head of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.052Q,"Unspecified fracture of head of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.052R,"Unspecified fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.059K,"Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.059M,"Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.059N,"Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.059P,"Unspecified fracture of head of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.059Q,"Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.059R,"Unspecified fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.061K,"Displaced articular fracture of head of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.061M,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.061N,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.061P,"Displaced articular fracture of head of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.061Q,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.061R,"Displaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.062K,"Displaced articular fracture of head of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.062M,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.062N,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.062P,"Displaced articular fracture of head of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.062Q,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.062R,"Displaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.063K,"Displaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.063M,"Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.063N,"Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.063P,"Displaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.063Q,"Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.063R,"Displaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.064K,"Nondisplaced articular fracture of head of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.064M,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.064N,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.064P,"Nondisplaced articular fracture of head of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.064Q,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.064R,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.065K,"Nondisplaced articular fracture of head of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.065M,"Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.065N,"Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.065P,"Nondisplaced articular fracture of head of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.065Q,"Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.065R,"Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.066K,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.066M,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.066N,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.066P,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.066Q,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.066R,"Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.091K,"Other fracture of head and neck of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.091M,"Other fracture of head and neck of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.091N,"Other fracture of head and neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.091P,"Other fracture of head and neck of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.091Q,"Other fracture of head and neck of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.091R,"Other fracture of head and neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.092K,"Other fracture of head and neck of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.092M,"Other fracture of head and neck of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.092N,"Other fracture of head and neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.092P,"Other fracture of head and neck of left femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.092Q,"Other fracture of head and neck of left femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.092R,"Other fracture of head and neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.099K,"Other fracture of head and neck of unspecified femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.099M,"Other fracture of head and neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.099N,"Other fracture of head and neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.099P,"Other fracture of head and neck of unspecified femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.099Q,"Other fracture of head and neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.099R,"Other fracture of head and neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.101K,"Unspecified trochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.101M,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.101N,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
S72.101P,"Unspecified trochanteric fracture of right femur, subsequent encounter for closed fracture with malunion",CC,Injury/Poisoning
S72.101Q,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion",CC,Injury/Poisoning
S72.101R,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",CC,Injury/Poisoning
S72.102K,"Unspecified trochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion",CC,Injury/Poisoning
S72.102M,"Unspecified trochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",CC,Injury/Poisoning
S72.102N,"Unspecified trochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",CC,Injury/Poisoning
